bucket,category,curated_path,original_path,width,height,bytes
high,project,assets/agw/photos/curated/high/project--xyaebi2w--5616x3744--81f8abf2.jpeg,assets/agw/photos/raw/Paint/High Res Imgs 2/xyAeBI2w.jpeg,5616,3744,2458059
low,project,assets/agw/photos/curated/low/project--agw-westchester-3--2048x1536--acc3f468.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/AGW-Westchester-3.jpg,2048,1536,127279
high,project,assets/agw/photos/curated/high/project--agw-5564--4780x3327--4757f361.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/AGW_-5564.jpg,4780,3327,8863122
high,project,assets/agw/photos/curated/high/project--agw-5596--5327x3504--8d98e8cd.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/AGW_-5596.jpg,5327,3504,8327389
high,project,assets/agw/photos/curated/high/project--agw-5614--5616x3744--c77838cc.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/AGW_-5614.jpg,5616,3744,10539387
high,project,assets/agw/photos/curated/high/project--agw-5888--5563x3618--0e728221.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/AGW_-5888.jpg,5563,3618,10503846
low,project,assets/agw/photos/curated/low/project--kramer-hal--1024x768--3deca10d.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/Kramer Hal.jpg,1024,768,149918
high,project,assets/agw/photos/curated/high/project--agw-homeexterior--1366x768--4b070f50.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/agw-homeexterior.png,1366,768,2168588
low,project,assets/agw/photos/curated/low/project--bedroom-watermelon--720x480--4e655aa4.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/bedroom_watermelon.jpg,720,480,273112
low,project,assets/agw/photos/curated/low/project--cabinet-painting-in-ny-and-ct--2048x1417--900726f3.jpeg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/cabinet-painting-in-NY-and-CT.jpeg,2048,1417,371936
low,project,assets/agw/photos/curated/low/project--exterior-house-painting-ny--1632x1224--a3c7cf24.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/exterior-house-painting-NY.jpg,1632,1224,404462
high,project,assets/agw/photos/curated/high/project--exterior-painting-ny--1284x813--061c1179.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/exterior-painting-NY.png,1284,813,2203760
low,project,assets/agw/photos/curated/low/project--exterior-painting-season-in-ny-and-ct--2048x1544--8b632ac9.jpeg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/exterior-painting-season-in-NY-and-CT.jpeg,2048,1544,321985
low,project,assets/agw/photos/curated/low/project--greenwichexterior-agw--1024x768--7054d8eb.jpeg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/greenwichexterior-agw.jpeg,1024,768,156066
high,project,assets/agw/photos/curated/high/project--kitchen-after-1-1-scaled--2560x1707--6f4d03ce.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/kitchen-after-1-1-scaled.jpg,2560,1707,115606
low,project,assets/agw/photos/curated/low/project--kitchen-after-5-2-1-2048x1365-1--1200x800--7631c425.webp,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/kitchen-after-5-2-1-2048x1365-1.webp,1200,800,38750
low,project,assets/agw/photos/curated/low/project--kitchen-cabinets-1--1200x630--b1e8d116.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/kitchen-cabinets-1.png,1200,630,613045
low,project,assets/agw/photos/curated/low/project--residential-exterior-fairfield-home--1600x770--3917c0f8.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/residential-exterior-fairfield-home.jpg,1600,770,231716
low,project,assets/agw/photos/curated/low/project--stairs-railingmultidetail--720x480--96b01f2f.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/stairs_railingmultidetail.jpg,720,480,206484
low,project,assets/agw/photos/curated/low/project--stairwell--720x480--bcd11f54.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/stairwell.jpg,720,480,313372
high,stock,assets/agw/photos/curated/high/stock--trim-options-black-cabinets-stock--1200x630--3b9933c4.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/trim-options-black-cabinets-stock.png,1200,630,1006217
high,project,assets/agw/photos/curated/high/project--trim-options-blue-exterior--1200x630--2083762a.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/trim-options-blue-exterior.png,1200,630,1114458
high,project,assets/agw/photos/curated/high/project--trim-options-green-shutters--1200x630--56aec163.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/trim-options-green-shutters.png,1200,630,1594327
low,project,assets/agw/photos/curated/low/project--wainscott-2detail--720x480--0d2e1f83.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/wainscott_2detail.jpg,720,480,150859
review-needed,project,assets/agw/photos/curated/review-needed/project--wallpaper-ceilingview--720x466--73bff8d0.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/wallpaper_ceilingview.jpg,720,466,250389
low,project,assets/agw/photos/curated/low/project--wallpaper-flower--720x430--1d6c6a8f.jpg,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/wallpaper_flower.jpg,720,430,263735
high,project,assets/agw/photos/curated/high/project--as-painting-2-scaled--2560x1707--13e7d311.jpg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/AS-painting-2-scaled.jpg,2560,1707,173519
low,project,assets/agw/photos/curated/low/project--safely-removing-lead-paint--1200x801--612b2369.jpeg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/Safely-Removing-Lead-Paint.jpeg,1200,801,333760
low,project,assets/agw/photos/curated/low/project--cabinet-painters-in-ny-scaled--2560x1195--4cb4b359.jpeg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/cabinet-painters-in-NY-scaled.jpeg,2560,1195,319067
low,project,assets/agw/photos/curated/low/project--cabinet-painting-in-ny--2048x1365--f481f490.jpeg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/cabinet-painting-in-NY.jpeg,2048,1365,556712
low,project,assets/agw/photos/curated/low/project--cleaning-interior-paint--704x401--1acbf7ae.jpg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/cleaning-interior-paint.jpg,704,401,47611
low,project,assets/agw/photos/curated/low/project--interior-painting-pelham-ny--2048x1365--cd321ff2.jpeg,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/interior-painting-Pelham-NY.jpeg,2048,1365,260736
high,project,assets/agw/photos/curated/high/project--painter-touching-up-exterior--1200x630--0aae668c.png,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/painter-touching-up-exterior.png,1200,630,1036451
high,project,assets/agw/photos/curated/high/project--google-business-profile-cabinet-post--2120x1192--a33970a1.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/Google Business Profile Cabinet Post .png,2120,1192,3478215
high,project,assets/agw/photos/curated/high/project--1--1080x1080--b50d52c4.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/1.png,1080,1080,1340477
high,project,assets/agw/photos/curated/high/project--10--1080x1080--1af46291.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/10.png,1080,1080,2302693
high,project,assets/agw/photos/curated/high/project--11--1080x1080--71c2e331.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/11.png,1080,1080,1508808
high,project,assets/agw/photos/curated/high/project--2--1080x1080--1630c163.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/2.png,1080,1080,1276498
high,project,assets/agw/photos/curated/high/project--3--1080x1080--a19abe54.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/3.png,1080,1080,1390609
high,project,assets/agw/photos/curated/high/project--4--1080x1080--9fb935ed.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/4.png,1080,1080,1090713
high,project,assets/agw/photos/curated/high/project--5--1080x1080--42d511a7.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/5.png,1080,1080,1427726
high,project,assets/agw/photos/curated/high/project--6--1080x1080--2587d470.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/6.png,1080,1080,1935015
high,project,assets/agw/photos/curated/high/project--7--1080x1080--7e751682.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/7.png,1080,1080,1965102
high,project,assets/agw/photos/curated/high/project--8--1080x1080--bc500be4.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/8.png,1080,1080,1802324
high,project,assets/agw/photos/curated/high/project--9--1080x1080--249f5b55.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/9.png,1080,1080,2077794
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-1--1440x1920--8a9fbeed.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-1.jpg,1440,1920,433255
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-10--1440x1920--18fa1539.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-10.jpg,1440,1920,316442
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-11--1440x1920--d6aeba32.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-11.jpg,1440,1920,245612
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-2--1440x1920--d4735906.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-2.jpg,1440,1920,316285
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-3--1440x1920--4dc1dd97.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-3.jpg,1440,1920,247489
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-4--1440x1920--fea93c78.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-4.jpg,1440,1920,284618
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-5--1440x1920--22c82b45.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-5.jpg,1440,1920,413294
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-6--1440x1920--b9867473.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-6.jpg,1440,1920,295143
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-7--1440x1920--fcd00bdd.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-7.jpg,1440,1920,368283
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-8--1440x1920--4c12a534.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-8.jpg,1440,1920,258349
low,project,assets/agw/photos/curated/low/project--cabinets-harrison-ny-9--1440x1920--d7a0b5d4.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-9.jpg,1440,1920,312897
high,project,assets/agw/photos/curated/high/project--cabinets-harrison-ny-before1--2880x1344--f1f8a886.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-before1.jpg,2880,1344,604428
high,project,assets/agw/photos/curated/high/project--cabinets-harrison-ny-before2--1344x2880--a5434b33.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-before2.jpg,1344,2880,478117
high,project,assets/agw/photos/curated/high/project--cabinets-harrison-ny-before3--2880x1344--9c50e1e6.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-before3.jpg,2880,1344,403229
high,project,assets/agw/photos/curated/high/project--cabinets-harrison-ny-before4--2880x1344--5af870da.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-before4.jpg,2880,1344,498840
high,project,assets/agw/photos/curated/high/project--marble-switchcover-ig-1--1080x1080--168a1d11.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-1.png,1080,1080,1468811
high,project,assets/agw/photos/curated/high/project--marble-switchcover-ig-2--1080x1080--073e3c78.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-2.png,1080,1080,1744020
high,project,assets/agw/photos/curated/high/project--marble-switchcover-ig-3--1080x1080--6cd9194b.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-3.png,1080,1080,1675355
high,project,assets/agw/photos/curated/high/project--marble-switchcover-ig-4--1080x1080--c1631984.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-4.png,1080,1080,1411370
high,project,assets/agw/photos/curated/high/project--marble-switchcover-ig-5--1080x1080--3fb7a43a.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-5.png,1080,1080,1434974
high,project,assets/agw/photos/curated/high/project--1--736x952--c4dc1024.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[pinterest resize] marble switch covers - dushi marble_dmatys/1.png,736,952,1141402
high,project,assets/agw/photos/curated/high/project--2--736x952--f19375f0.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[pinterest resize] marble switch covers - dushi marble_dmatys/2.png,736,952,1086690
low,project,assets/agw/photos/curated/low/project--3--736x952--406762ab.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[pinterest resize] marble switch covers - dushi marble_dmatys/3.png,736,952,978996
low,project,assets/agw/photos/curated/low/project--4--736x952--768a37c0.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[pinterest resize] marble switch covers - dushi marble_dmatys/4.png,736,952,923007
high,project,assets/agw/photos/curated/high/project--marble-switchcover-1--4284x5712--fef2ebaa.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-1.jpg,4284,5712,6469866
high,project,assets/agw/photos/curated/high/project--marble-switchcover-2--4284x5712--450fd508.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-2.jpg,4284,5712,7196916
high,project,assets/agw/photos/curated/high/project--marble-switchcover-3--4284x5712--65ae1f71.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-3.jpg,4284,5712,6942865
high,project,assets/agw/photos/curated/high/project--marble-switchcover-4--4284x5712--62b856ee.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-4.jpg,4284,5712,6563141
high,project,assets/agw/photos/curated/high/project--marble-switchcover-5--4284x5712--15dac40e.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-5.jpg,4284,5712,8801489
high,project,assets/agw/photos/curated/high/project--marble-switchcover-6--4284x5712--a7eba2af.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/marble-switchcover-6.jpg,4284,5712,9532773
high,project,assets/agw/photos/curated/high/project--20160526-121615--5312x2988--aa0efa26.jpg,assets/agw/photos/raw/Paint/Paint Van/20160526_121615.jpg,5312,2988,4900338
high,project,assets/agw/photos/curated/high/project--20160526-121723--5312x2988--514c785a.jpg,assets/agw/photos/raw/Paint/Paint Van/20160526_121723.jpg,5312,2988,4997049
high,project,assets/agw/photos/curated/high/project--agwflooringsat484--4608x2184--8039ca6a.jpg,assets/agw/photos/raw/Paint/Paint Van/AGWFlooringSat484.jpg,4608,2184,1036679
high,project,assets/agw/photos/curated/high/project--agw-website-update-122024--1366x768--fbf09fc5.png,assets/agw/photos/raw/Paint/Paint Van/agw website update - 122024.png,1366,768,2252937
high,stock,assets/agw/photos/curated/high/stock--denim-garage-with-yellow-car-2--5383x3475--f63f4861.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/Denim Garage with Yellow Car 2.jpg,5383,3475,15231560
high,stock,assets/agw/photos/curated/high/stock--kitchen-cabinet-after-edit--3264x2448--d3eb81dc.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/Kitchen Cabinet After_EDIT.jpg,3264,2448,3403521
high,stock,assets/agw/photos/curated/high/stock--action-shot-preparing-paint--5184x3456--c7d02d64.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/action shot preparing paint.JPG,5184,3456,3835690
high,stock,assets/agw/photos/curated/high/stock--action-shot-sanding-cabinet--5184x3456--e55d5be9.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/action shot sanding cabinet.JPG,5184,3456,5384007
low,stock,assets/agw/photos/curated/low/stock--faux-trim--1200x630--a725222f.png,assets/agw/photos/raw/stock/A.G.W Stock Images/faux-trim.png,1200,630,697906
high,stock,assets/agw/photos/curated/high/stock--floors-harley--1200x630--2a0cf900.png,assets/agw/photos/raw/stock/A.G.W Stock Images/floors-harley.png,1200,630,1572976
high,stock,assets/agw/photos/curated/high/stock--going-up-in-lift-and-painting--5184x3456--2ee4e846.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/going up in lift and painting.JPG,5184,3456,7708870
high,stock,assets/agw/photos/curated/high/stock--landscape1--5616x3744--7ba75929.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/landscape1.jpg,5616,3744,16588531
high,stock,assets/agw/photos/curated/high/stock--painting-action-shot-7--5184x3456--ea01256a.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/painting action shot 7.JPG,5184,3456,6124219
high,stock,assets/agw/photos/curated/high/stock--stock-images-1--2000x3000--a4ce9900.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (1).jpg,2000,3000,2281770
high,stock,assets/agw/photos/curated/high/stock--stock-images-10--3840x5760--c44fa431.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (10).jpg,3840,5760,10695802
high,stock,assets/agw/photos/curated/high/stock--stock-images-11--2544x4272--b56411c6.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (11).jpg,2544,4272,2958065
high,stock,assets/agw/photos/curated/high/stock--stock-images-2--6040x4027--dd2ba964.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (2).jpg,6040,4027,9263256
high,stock,assets/agw/photos/curated/high/stock--stock-images-3--6000x4000--781c6565.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (3).jpg,6000,4000,1696963
high,stock,assets/agw/photos/curated/high/stock--stock-images-4--2640x3960--acb6d2b9.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (4).jpg,2640,3960,4542169
high,stock,assets/agw/photos/curated/high/stock--stock-images-5--6000x4000--1816aeb1.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (5).jpg,6000,4000,7222303
high,stock,assets/agw/photos/curated/high/stock--stock-images-6--3000x2250--a784ba88.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (6).jpg,3000,2250,2630379
high,stock,assets/agw/photos/curated/high/stock--stock-images-7--5376x3584--ce9a0429.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (7).jpg,5376,3584,14627542
high,stock,assets/agw/photos/curated/high/stock--stock-images-8--3392x5696--930cd358.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (8).jpg,3392,5696,9450668
high,stock,assets/agw/photos/curated/high/stock--stock-images-9--6000x4000--6e9bc99c.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (9).jpg,6000,4000,2471214
