set,curated_path,original_path,width,height,bytes,ratio,tags
gallery,assets/agw/photos/curated/high/project--img-6182--3024x4032--69a32a42.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6182.png,3024,4032,11272192,0.7500,floors portrait
gallery,assets/agw/photos/curated/high/project--img-6216--4032x3024--69280a91.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6216.png,4032,3024,11010048,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6221-1--4032x3024--f603c88b.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6221 (1).png,4032,3024,11010048,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6221--4032x3024--f603c88b.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6221.png,4032,3024,11010048,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6189-1--4032x3024--ff453a06.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6189 (1).png,4032,3024,10901621,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6189--4032x3024--ff453a06.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6189.png,4032,3024,10901621,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6208-1--4032x3024--83cd4f77.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6208 (1).png,4032,3024,10696843,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6208--4032x3024--83cd4f77.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6208.png,4032,3024,10696843,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6198-1--4032x3024--0609c620.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6198 (1).png,4032,3024,10571578,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6198--4032x3024--0609c620.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6198.png,4032,3024,10571578,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6220-1--4032x3024--f31a055d.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6220 (1).png,4032,3024,10480168,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6220--4032x3024--f31a055d.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6220.png,4032,3024,10480168,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6212-1--4032x3024--5c90449b.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6212 (1).png,4032,3024,10167771,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6212--4032x3024--5c90449b.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6212.png,4032,3024,10167771,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6206-1--4032x3024--2ab2dfb6.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6206 (1).png,4032,3024,10146176,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6206--4032x3024--2ab2dfb6.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6206.png,4032,3024,10146176,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6222-1--4032x3024--bc5d9831.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6222 (1).png,4032,3024,10133894,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6222--4032x3024--bc5d9831.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6222.png,4032,3024,10133894,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6186-1--4032x3024--08ae6dcf.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6186 (1).png,4032,3024,10020138,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6186--4032x3024--08ae6dcf.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6186.png,4032,3024,10020138,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6193-1--4032x3024--e9f66dac.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6193 (1).png,4032,3024,9727853,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6193--4032x3024--e9f66dac.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6193.png,4032,3024,9727853,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6211-1--4032x3024--bbba4c46.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6211 (1).png,4032,3024,9666739,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6211--4032x3024--bbba4c46.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6211.png,4032,3024,9666739,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6217-1--4032x3024--12fc5199.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6217 (1).png,4032,3024,9642847,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6217--4032x3024--12fc5199.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6217.png,4032,3024,9642847,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6207-1--4032x3024--0b8fbac6.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6207 (1).png,4032,3024,9557458,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6207--4032x3024--0b8fbac6.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6207.png,4032,3024,9557458,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6210-1--4032x3024--b13b16cd.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6210 (1).png,4032,3024,9438944,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6210--4032x3024--b13b16cd.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6210.png,4032,3024,9438944,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6219-1--4032x3024--1cf1aaa0.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6219 (1).png,4032,3024,9393464,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6219--4032x3024--1cf1aaa0.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6219.png,4032,3024,9393464,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6218-1--4032x3024--4717b853.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6218 (1).png,4032,3024,9374363,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6218--4032x3024--4717b853.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6218.png,4032,3024,9374363,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6199-1--4032x3024--550105b0.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6199 (1).png,4032,3024,8999411,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6199--4032x3024--550105b0.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6199.png,4032,3024,8999411,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6196-1--4032x3024--50eee524.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6196 (1).png,4032,3024,8962118,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6196-2--4032x3024--50eee524.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6196 (2).png,4032,3024,8962118,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6196--4032x3024--50eee524.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6196.png,4032,3024,8962118,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6203-1--4032x3024--0ce7c3e4.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6203 (1).png,4032,3024,8927916,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6203--4032x3024--0ce7c3e4.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6203.png,4032,3024,8927916,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6197-1--4032x3024--fe0ba2c1.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6197 (1).png,4032,3024,8820216,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6197--4032x3024--fe0ba2c1.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6197.png,4032,3024,8820216,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--img-6183-1--3024x4032--8397d2e9.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6183 (1).png,3024,4032,7950753,0.7500,floors portrait
gallery,assets/agw/photos/curated/high/project--img-6183--3024x4032--8397d2e9.png,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6183.png,3024,4032,7950753,0.7500,floors portrait
gallery,assets/agw/photos/curated/high/project--img-6208--4032x3024--4c5cf15c.heic,assets/agw/photos/raw/Floors/Video Shoot_ Moretti-SchwabRozanne_091224/IMG_6208.HEIC,4032,3024,2642878,1.3333,floors standard
gallery,assets/agw/photos/curated/high/project--0zse6gbw--2268x4032--3dd836bb.jpeg,assets/agw/photos/raw/Paint/High Res Imgs 2/0Zse6Gbw.jpeg,2268,4032,1552472,0.5625,portrait
gallery,assets/agw/photos/curated/high/project--fbixb4qg--2268x4032--87930b82.jpeg,assets/agw/photos/raw/Paint/High Res Imgs 2/fbIxb4Qg.jpeg,2268,4032,798785,0.5625,portrait
gallery,assets/agw/photos/curated/high/project--lenascna--3456x2592--1916b36f.jpeg,assets/agw/photos/raw/Paint/High Res Imgs 2/leNAScNA.jpeg,3456,2592,825664,1.3333,standard
gallery,assets/agw/photos/curated/high/project--o5tlogra--2048x3072--d3bc0532.jpeg,assets/agw/photos/raw/Floors/Floor Pics/O5tlOgrA.jpeg,2048,3072,958056,0.6667,floors portrait
gallery,assets/agw/photos/curated/high/project--5zm9g5uw--2048x3072--5e77abf3.jpeg,assets/agw/photos/raw/Floors/Floor Pics/5ZM9G5uw.jpeg,2048,3072,694409,0.6667,floors portrait
gallery,assets/agw/photos/curated/high/project--cabinets-harrison-ny-before2--1344x2880--a5434b33.jpg,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/cabinets-harrison_ny-before2.jpg,1344,2880,478117,0.4667,before-after portrait
gallery,assets/agw/photos/curated/high/project--10--1080x1080--1af46291.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/10.png,1080,1080,2302693,1.0000,standard
gallery,assets/agw/photos/curated/high/project--9--1080x1080--249f5b55.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/9.png,1080,1080,2077794,1.0000,standard
gallery,assets/agw/photos/curated/high/project--7--1080x1080--7e751682.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/7.png,1080,1080,1965102,1.0000,standard
gallery,assets/agw/photos/curated/high/project--6--1080x1080--2587d470.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/6.png,1080,1080,1935015,1.0000,standard
gallery,assets/agw/photos/curated/high/project--8--1080x1080--bc500be4.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/8.png,1080,1080,1802324,1.0000,standard
gallery,assets/agw/photos/curated/high/project--marble-switchcover-ig-2--1080x1080--073e3c78.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-2.png,1080,1080,1744020,1.0000,detail standard
gallery,assets/agw/photos/curated/high/project--marble-switchcover-ig-3--1080x1080--6cd9194b.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-3.png,1080,1080,1675355,1.0000,detail standard
gallery,assets/agw/photos/curated/high/project--11--1080x1080--71c2e331.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/11.png,1080,1080,1508808,1.0000,standard
gallery,assets/agw/photos/curated/high/project--marble-switchcover-ig-1--1080x1080--168a1d11.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-1.png,1080,1080,1468811,1.0000,detail standard
gallery,assets/agw/photos/curated/high/project--marble-switchcover-ig-5--1080x1080--3fb7a43a.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-5.png,1080,1080,1434974,1.0000,detail standard
gallery,assets/agw/photos/curated/high/project--5--1080x1080--42d511a7.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/5.png,1080,1080,1427726,1.0000,standard
gallery,assets/agw/photos/curated/high/project--marble-switchcover-ig-4--1080x1080--c1631984.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] marble switch covers (dorota matys)/[IG] marble switch covers (dorota matys)/marble-switchcover-ig-4.png,1080,1080,1411370,1.0000,detail standard
gallery,assets/agw/photos/curated/high/project--3--1080x1080--a19abe54.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/3.png,1080,1080,1390609,1.0000,standard
gallery,assets/agw/photos/curated/high/project--1--1080x1080--b50d52c4.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/1.png,1080,1080,1340477,1.0000,standard
gallery,assets/agw/photos/curated/high/project--2--1080x1080--1630c163.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/2.png,1080,1080,1276498,1.0000,standard
team-vehicle,assets/agw/photos/curated/high/project--20160526-121723--5312x2988--514c785a.jpg,assets/agw/photos/raw/Paint/Paint Van/20160526_121723.jpg,5312,2988,4997049,1.7778,team-vehicle wide
team-vehicle,assets/agw/photos/curated/high/project--20160526-121615--5312x2988--aa0efa26.jpg,assets/agw/photos/raw/Paint/Paint Van/20160526_121615.jpg,5312,2988,4900338,1.7778,team-vehicle wide
team-vehicle,assets/agw/photos/curated/high/project--agwflooringsat484--4608x2184--8039ca6a.jpg,assets/agw/photos/raw/Paint/Paint Van/AGWFlooringSat484.jpg,4608,2184,1036679,2.1099,floors team-vehicle wide
team-vehicle,assets/agw/photos/curated/high/project--agw-website-update-122024--1366x768--fbf09fc5.png,assets/agw/photos/raw/Paint/Paint Van/agw website update - 122024.png,1366,768,2252937,1.7786,team-vehicle wide
stock,assets/agw/photos/curated/high/stock--stock-images-2--6040x4027--dd2ba964.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (2).jpg,6040,4027,9263256,1.4999,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-5--6000x4000--1816aeb1.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (5).jpg,6000,4000,7222303,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-9--6000x4000--6e9bc99c.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (9).jpg,6000,4000,2471214,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-3--6000x4000--781c6565.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (3).jpg,6000,4000,1696963,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-10--3840x5760--c44fa431.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (10).jpg,3840,5760,10695802,0.6667,portrait stock
stock,assets/agw/photos/curated/high/stock--landscape1--5616x3744--7ba75929.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/landscape1.jpg,5616,3744,16588531,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-8--3392x5696--930cd358.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (8).jpg,3392,5696,9450668,0.5955,portrait stock
stock,assets/agw/photos/curated/high/stock--stock-images-7--5376x3584--ce9a0429.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (7).jpg,5376,3584,14627542,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--denim-garage-with-yellow-car-2--5383x3475--f63f4861.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/Denim Garage with Yellow Car 2.jpg,5383,3475,15231560,1.5491,stock wide
stock,assets/agw/photos/curated/high/stock--going-up-in-lift-and-painting--5184x3456--2ee4e846.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/going up in lift and painting.JPG,5184,3456,7708870,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--painting-action-shot-7--5184x3456--ea01256a.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/painting action shot 7.JPG,5184,3456,6124219,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--action-shot-sanding-cabinet--5184x3456--e55d5be9.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/action shot sanding cabinet.JPG,5184,3456,5384007,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--action-shot-preparing-paint--5184x3456--c7d02d64.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/action shot preparing paint.JPG,5184,3456,3835690,1.5000,stock wide
stock,assets/agw/photos/curated/high/stock--stock-images-11--2544x4272--b56411c6.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (11).jpg,2544,4272,2958065,0.5955,portrait stock
stock,assets/agw/photos/curated/high/stock--stock-images-4--2640x3960--acb6d2b9.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (4).jpg,2640,3960,4542169,0.6667,portrait stock
stock,assets/agw/photos/curated/high/stock--kitchen-cabinet-after-edit--3264x2448--d3eb81dc.jpg,assets/agw/photos/raw/stock/A.G.W Stock Images/Kitchen Cabinet After_EDIT.jpg,3264,2448,3403521,1.3333,before-after standard stock
stock,assets/agw/photos/curated/high/stock--stock-images-6--3000x2250--a784ba88.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (6).jpg,3000,2250,2630379,1.3333,standard stock
stock,assets/agw/photos/curated/high/stock--stock-images-1--2000x3000--a4ce9900.jpg,assets/agw/photos/raw/stock/Stock Images/Stock Images (1).jpg,2000,3000,2281770,0.6667,portrait stock
stock,assets/agw/photos/curated/high/stock--floors-harley--1200x630--2a0cf900.png,assets/agw/photos/raw/stock/A.G.W Stock Images/floors-harley.png,1200,630,1572976,1.9048,floors stock wide
stock,assets/agw/photos/curated/high/stock--trim-options-black-cabinets-stock--1200x630--3b9933c4.png,assets/agw/photos/raw/Paint/High Res Imgs [1.2.25]/trim-options-black-cabinets-stock.png,1200,630,1006217,1.9048,detail interior stock wide
other,assets/agw/photos/curated/high/project--4--1080x1080--9fb935ed.png,assets/agw/photos/raw/Paint/Paint Shots/[originals] cabinets-harrison_ny(client-galgano)-1.4.25/[edited] 1.7.25 & 1.9.25 IG FB Post Cabinets/4.png,1080,1080,1090713,1.0000,standard
other,assets/agw/photos/curated/high/project--painter-touching-up-exterior--1200x630--0aae668c.png,assets/agw/photos/raw/Paint/Paint Shots/Miscellaneous (Website)/painter-touching-up-exterior.png,1200,630,1036451,1.9048,exterior wide
